Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\NonContextualJdbcConnectionAccess.java;NonContextualJdbcConnectionAccess.java;60;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\GeolatteGeometryType.java;GeolatteGeometryType.java;60;32;17;15;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\MetadataBuildingContext.java;MetadataBuildingContext.java;60;24;14;10;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\EmbeddableTypeImpl.java;EmbeddableTypeImpl.java;60;72;66;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\ToOneBinder.java;ToOneBinder.java;60;3;2;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\internal\JtaPlatformInitiator.java;JtaPlatformInitiator.java;60;21;17;4;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\JBossAppServerJtaPlatform.java;JBossAppServerJtaPlatform.java;59;127;93;34;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\spi\PersisterFactory.java;PersisterFactory.java;59;16;8;8;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\lock\OptimisticForceIncrementLockingStrategy.java;OptimisticForceIncrementLockingStrategy.java;59;4;2;2;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\Version.java;Version.java;59;2;2;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\spi\GraphHelper.java;GraphHelper.java;58;92;75;17;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultFlushEventListener.java;DefaultFlushEventListener.java;58;10;6;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;58;62;60;2;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\lock\OptimisticLockingStrategy.java;OptimisticLockingStrategy.java;58;6;2;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\DirectAccessRegionTemplate.java;DirectAccessRegionTemplate.java;57;95;76;19;2;5;1;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\NullExpression.java;NullExpression.java;57;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\ImmutableEntityUpdateQueryHandlingMode.java;ImmutableEntityUpdateQueryHandlingMode.java;57;57;57;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\List.java;List.java;56;15;12;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\SessionFactoryServiceInitiator.java;SessionFactoryServiceInitiator.java;56;41;30;11;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\SortedMapType.java;SortedMapType.java;56;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\IsEmptyExpression.java;IsEmptyExpression.java;56;6;4;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\internal\CollectionDataCachingConfigImpl.java;CollectionDataCachingConfigImpl.java;56;56;56;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\ScriptTargetOutputToStdout.java;ScriptTargetOutputToStdout.java;56;2;2;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\IdentifierBagType.java;IdentifierBagType.java;56;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\internal\WildFlyStandAloneJtaPlatform.java;WildFlyStandAloneJtaPlatform.java;56;158;107;51;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\hbm\CommaSeparatedStringHelper.java;CommaSeparatedStringHelper.java;55;30;21;9;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ProcedureParameterExtractionAware.java;ProcedureParameterExtractionAware.java;55;78;39;39;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorCUBRIDDatabaseImpl.java;SequenceInformationExtractorCUBRIDDatabaseImpl.java;55;55;55;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\pagination\NoopLimitHandler.java;NoopLimitHandler.java;55;9;8;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\query\spi\NamedParameterDescriptor.java;NamedParameterDescriptor.java;55;1;1;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\SortedSetType.java;SortedSetType.java;55;11;10;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\internal\BinaryStreamImpl.java;BinaryStreamImpl.java;54;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\CollectionType.java;CollectionType.java;54;14;13;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\BagType.java;BagType.java;54;11;9;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\build\internal\FetchGraphLoadPlanBuildingStrategy.java;FetchGraphLoadPlanBuildingStrategy.java;54;21;16;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\HibernateExtendedBeanManager.java;HibernateExtendedBeanManager.java;54;118;86;32;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\internal\FallbackBeanInstanceProducer.java;FallbackBeanInstanceProducer.java;54;56;55;1;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\spi\PostLoadEvent.java;PostLoadEvent.java;54;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\HavingSridExpression.java;HavingSridExpression.java;54;1;0;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\function\BasicFunctionExpression.java;BasicFunctionExpression.java;54;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\ListenerCallback.java;ListenerCallback.java;54;7;3;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceNameExtractorImpl.java;SequenceNameExtractorImpl.java;54;54;54;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\spi\QueryTranslatorFactory.java;QueryTranslatorFactory.java;54;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\Metamodel.java;Metamodel.java;54;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\QueryTranslatorFactoryInitiator.java;QueryTranslatorFactoryInitiator.java;54;17;7;10;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\management\HibernateManagementAdaptor.java;HibernateManagementAdaptor.java;53;115;84;31;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\SetType.java;SetType.java;53;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\SizeOfPluralAttributeExpression.java;SizeOfPluralAttributeExpression.java;53;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\relational\NamedAuxiliaryDatabaseObject.java;NamedAuxiliaryDatabaseObject.java;53;8;7;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\EntityStatistics.java;EntityStatistics.java;53;32;28;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\Region.java;Region.java;53;102;28;74;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\AbstractScriptSourceInput.java;AbstractScriptSourceInput.java;53;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\IdentifierEqExpression.java;IdentifierEqExpression.java;53;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\EntityVerifyVersionProcess.java;EntityVerifyVersionProcess.java;53;13;5;8;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\EmbeddableCallback.java;EmbeddableCallback.java;53;61;57;4;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorIngresDatabaseImpl.java;SequenceInformationExtractorIngresDatabaseImpl.java;52;52;52;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\jts\EnvelopeAdapter.java;EnvelopeAdapter.java;52;12;7;5;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\CallbacksFactory.java;CallbacksFactory.java;51;51;51;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\SessionStatisticsImpl.java;SessionStatisticsImpl.java;51;10;5;5;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\SybaseDialect.java;SybaseDialect.java;51;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\JTSGeometryType.java;JTSGeometryType.java;51;22;11;11;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\NaturalIdStatistics.java;NaturalIdStatistics.java;51;53;52;1;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultDirtyCheckEventListener.java;DefaultDirtyCheckEventListener.java;51;8;5;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\NotNullExpression.java;NotNullExpression.java;51;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\predicate\AbstractSimplePredicate.java;AbstractSimplePredicate.java;51;5;0;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\EmbeddedComponentType.java;EmbeddedComponentType.java;50;11;10;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorHANADatabaseImpl.java;SequenceInformationExtractorHANADatabaseImpl.java;50;50;50;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorInformixDatabaseImpl.java;SequenceInformationExtractorInformixDatabaseImpl.java;50;50;50;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\DynamicParameterizedType.java;DynamicParameterizedType.java;50;32;16;16;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorDB2DatabaseImpl.java;SequenceInformationExtractorDB2DatabaseImpl.java;50;50;50;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\spi\PersistEvent.java;PersistEvent.java;50;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\map\MapLazyInitializer.java;MapLazyInitializer.java;50;16;16;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\TwoPhaseBootstrapImpl.java;TwoPhaseBootstrapImpl.java;50;94;72;22;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorOracleDatabaseImpl.java;SequenceInformationExtractorOracleDatabaseImpl.java;50;50;50;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\BetweenExpression.java;BetweenExpression.java;50;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\procedure\spi\CallableStatementSupport.java;CallableStatementSupport.java;50;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SingleLineSqlCommandExtractor.java;SingleLineSqlCommandExtractor.java;49;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\ast\Clause.java;Clause.java;49;49;49;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\EntityIncrementVersionProcess.java;EntityIncrementVersionProcess.java;49;11;7;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\procedure\ProcedureParameter.java;ProcedureParameter.java;49;4;4;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\PostUpdateEventListenerStandardImpl.java;PostUpdateEventListenerStandardImpl.java;49;53;51;2;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\spi\SubGraphImplementor.java;SubGraphImplementor.java;49;53;51;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\ConnectionObserverStatsBridge.java;ConnectionObserverStatsBridge.java;49;15;9;6;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\VirtualFileInputStreamAccess.java;VirtualFileInputStreamAccess.java;49;93;71;22;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\ServiceRegistryImplementor.java;ServiceRegistryImplementor.java;49;13;9;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\ListIndexExpression.java;ListIndexExpression.java;49;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\EntityCopyAllowedObserver.java;EntityCopyAllowedObserver.java;49;13;11;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\HANARowStoreDialect.java;HANARowStoreDialect.java;49;11;9;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\RegionNameQualifier.java;RegionNameQualifier.java;48;58;53;5;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\EntityCallback.java;EntityCallback.java;48;7;3;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\integration\SpatialService.java;SpatialService.java;48;1;0;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\ConfigSettings.java;ConfigSettings.java;47;33;33;0;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\spi\ProxyFactoryFactory.java;ProxyFactoryFactory.java;47;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\UpdateTimestamp.java;UpdateTimestamp.java;47;7;6;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\spi\EntityDataCachingConfig.java;EntityDataCachingConfig.java;47;47;47;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\none\BytecodeProviderImpl.java;BytecodeProviderImpl.java;47;47;47;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\CreationTimestamp.java;CreationTimestamp.java;47;7;6;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\CollectionStatistics.java;CollectionStatistics.java;47;24;22;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\NaturalIdReadOnlyAccess.java;NaturalIdReadOnlyAccess.java;47;47;47;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorTimesTenDatabaseImpl.java;SequenceInformationExtractorTimesTenDatabaseImpl.java;47;47;47;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorSAPDBDatabaseImpl.java;SequenceInformationExtractorSAPDBDatabaseImpl.java;47;47;47;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Value.java;Value.java;46;1;1;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\internal\AliasConstantsHelper.java;AliasConstantsHelper.java;46;46;46;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\MappedSuperclassTypeImpl.java;MappedSuperclassTypeImpl.java;46;54;50;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\collection\CollectionJoinWalker.java;CollectionJoinWalker.java;46;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\AttributeNode.java;AttributeNode.java;46;46;46;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\ResolvableNode.java;ResolvableNode.java;46;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\Manageable.java;Manageable.java;45;14;11;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Bag.java;Bag.java;45;16;13;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\strategy\spi\MappingContext.java;MappingContext.java;45;45;45;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\GenerationTargetToStdout.java;GenerationTargetToStdout.java;45;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\AbstractCacheTransactionSynchronization.java;AbstractCacheTransactionSynchronization.java;45;75;60;15;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\naming\ImplicitNamingStrategyComponentPathImpl.java;ImplicitNamingStrategyComponentPathImpl.java;45;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\MapAttributeImpl.java;MapAttributeImpl.java;45;57;51;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\spi\RootGraphImplementor.java;RootGraphImplementor.java;44;56;50;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\xsd\XsdDescriptor.java;XsdDescriptor.java;44;48;46;2;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\DeprecationLogger.java;DeprecationLogger.java;44;44;44;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\sqlserver\SqlServerMethod.java;SqlServerMethod.java;44;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ProcedureParameterNamedBinder.java;ProcedureParameterNamedBinder.java;44;44;22;22;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\StandardBasicTypeTemplate.java;StandardBasicTypeTemplate.java;44;44;44;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\internal\util\PersistenceUnitTransactionTypeHelper.java;PersistenceUnitTransactionTypeHelper.java;44;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\ScriptSourceInputFromReader.java;ScriptSourceInputFromReader.java;44;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\spi\jpa\ExtendedBeanManager.java;ExtendedBeanManager.java;44;50;33;17;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\VersionType.java;VersionType.java;43;58;29;29;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\internal\SessionFactoryServiceRegistryFactoryImpl.java;SessionFactoryServiceRegistryFactoryImpl.java;43;8;4;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\spi\SqlTypeDescriptorRegistry.java;SqlTypeDescriptorRegistry.java;43;51;47;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\BlobType.java;BlobType.java;42;40;20;20;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\AbstractDelegatingSessionFactoryBuilderImplementor.java;AbstractDelegatingSessionFactoryBuilderImplementor.java;42;16;5;11;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\internal\Helper.java;Helper.java;42;90;45;45;1;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\FlushModeType.java;FlushModeType.java;42;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\query\spi\NativeQueryInterpreterInitiator.java;NativeQueryInterpreterInitiator.java;42;22;14;8;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\CacheInitiator.java;CacheInitiator.java;42;13;10;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorDerbyDatabaseImpl.java;SequenceInformationExtractorDerbyDatabaseImpl.java;42;42;42;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-vibur\src\main\java\org\hibernate\vibur\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;41;77;59;18;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;41;73;57;16;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\spi\DomainDataRegionConfig.java;DomainDataRegionConfig.java;41;43;42;1;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\CollectionSubqueryFactory.java;CollectionSubqueryFactory.java;41;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\service\internal\EventListenerServiceInitiator.java;EventListenerServiceInitiator.java;41;24;15;9;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\NullLiteralExpression.java;NullLiteralExpression.java;41;12;8;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\identity\Oracle12cIdentityColumnSupport.java;Oracle12cIdentityColumnSupport.java;41;5;5;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\backend\jta\internal\JtaTransactionAdapter.java;JtaTransactionAdapter.java;41;12;6;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\NClobType.java;NClobType.java;41;37;18;19;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\AbstractScriptTargetOutput.java;AbstractScriptTargetOutput.java;41;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ClobType.java;ClobType.java;41;37;18;19;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\QuerySpacesHelper.java;QuerySpacesHelper.java;41;41;41;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\CollectionNonStrictReadWriteAccess.java;CollectionNonStrictReadWriteAccess.java;40;8;7;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\AbstractRegion.java;AbstractRegion.java;40;76;58;18;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\ExceptionMapperStandardImpl.java;ExceptionMapperStandardImpl.java;40;2;0;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\convert\internal\ClassBasedConverterDescriptor.java;ClassBasedConverterDescriptor.java;40;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\internal\StandardSessionFactoryServiceInitiators.java;StandardSessionFactoryServiceInitiators.java;40;10;4;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\spi\FallbackContainedBean.java;FallbackContainedBean.java;40;40;40;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\property\access\internal\PropertyAccessStrategyMapImpl.java;PropertyAccessStrategyMapImpl.java;40;14;14;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\none\DisallowedProxyFactory.java;DisallowedProxyFactory.java;40;40;40;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\spi\interceptor\BytecodeLazyAttributeInterceptor.java;BytecodeLazyAttributeInterceptor.java;40;40;40;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\internal\CacheHelper.java;CacheHelper.java;40;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\ConfigSettings.java;ConfigSettings.java;40;46;43;3;2;6;0;6
