Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\entity\plan\EntityLoader.java;EntityLoader.java;179;81;68;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\spi\TupleBuilderTransformer.java;TupleBuilderTransformer.java;179;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\OneToOne.java;OneToOne.java;178;38;33;5;3;4;1;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\StatelessSession.java;StatelessSession.java;178;8;7;1;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\FieldWriterAppender.java;FieldWriterAppender.java;177;49;25;24;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\SpatialFunction.java;SpatialFunction.java;177;10;4;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\SessionImplementor.java;SessionImplementor.java;177;15;15;0;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\cfgxml\internal\ConfigLoader.java;ConfigLoader.java;177;94;47;47;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\naming\NamingHelper.java;NamingHelper.java;177;20;18;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\CompositeUserType.java;CompositeUserType.java;176;198;99;99;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\QueryProducer.java;QueryProducer.java;176;20;16;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\AbstractType.java;AbstractType.java;176;53;37;16;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\SinglePropertyMapper.java;SinglePropertyMapper.java;176;51;29;22;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\InlineDirtyCheckingHandler.java;InlineDirtyCheckingHandler.java;176;42;32;10;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\QueryJoinFragment.java;QueryJoinFragment.java;175;64;56;8;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\ListCollectionMapper.java;ListCollectionMapper.java;175;77;77;0;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\ExportableColumn.java;ExportableColumn.java;175;7;6;1;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\BasicExtractor.java;BasicExtractor.java;174;15;6;9;1;1;0;1
E:\workspace\java\hibernate-orm\tooling\hibernate-gradle-plugin\src\main\groovy\org\hibernate\orm\tooling\gradle\EnhancementHelper.java;EnhancementHelper.java;174;174;174;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\predicate\CompoundPredicate.java;CompoundPredicate.java;174;9;0;9;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\mysql\MySQL8SpatialFunctions.java;MySQL8SpatialFunctions.java;174;174;174;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\tools\ReflectionTools.java;ReflectionTools.java;173;40;40;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\EntityCopyAllowedLoggedObserver.java;EntityCopyAllowedLoggedObserver.java;173;16;8;8;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\OneToMany.java;OneToMany.java;173;42;31;11;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\BootstrapContext.java;BootstrapContext.java;172;176;174;2;1;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\relational\Database.java;Database.java;172;31;14;17;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\SpecialOneToOneType.java;SpecialOneToOneType.java;172;46;41;5;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\AbstractManipulationCriteriaQuery.java;AbstractManipulationCriteriaQuery.java;172;15;12;3;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\spi\AbstractAttributeKey.java;AbstractAttributeKey.java;171;12;10;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\spi\SqlStatementLogger.java;SqlStatementLogger.java;171;74;74;0;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\spi\id\TableBasedDeleteHandlerImpl.java;TableBasedDeleteHandlerImpl.java;171;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\path\MapAttributeJoin.java;MapAttributeJoin.java;171;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\management\HibernateAbstractStatistics.java;HibernateAbstractStatistics.java;171;379;275;104;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\entry\StandardCacheEntryImpl.java;StandardCacheEntryImpl.java;169;43;19;24;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\id\VirtualEntitySingleIdMapper.java;VirtualEntitySingleIdMapper.java;168;168;168;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\internal\DomainDataRegionConfigImpl.java;DomainDataRegionConfigImpl.java;168;168;168;0;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\internal\parse\GraphParser.java;GraphParser.java;167;167;167;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\naming\ImplicitNamingStrategy.java;ImplicitNamingStrategy.java;167;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\management\HibernateEntityStatistics.java;HibernateEntityStatistics.java;167;395;281;114;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\Helper.java;Helper.java;166;31;27;4;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\Sybase11JoinFragment.java;Sybase11JoinFragment.java;166;54;54;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\AbstractToOneMapper.java;AbstractToOneMapper.java;166;39;23;16;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\StandardForeignKeyExporter.java;StandardForeignKeyExporter.java;165;33;23;10;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\ConfigHelper.java;ConfigHelper.java;165;94;47;47;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\configuration\internal\metadata\BasicMetadataGenerator.java;BasicMetadataGenerator.java;164;50;18;32;1;2;2;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tuple\component\ComponentTuplizerFactory.java;ComponentTuplizerFactory.java;164;19;14;5;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\strategy\spi\AuditStrategy.java;AuditStrategy.java;164;164;164;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\WrapVisitor.java;WrapVisitor.java;163;34;26;8;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\UserType.java;UserType.java;163;90;45;45;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\collection\BasicCollectionJoinWalker.java;BasicCollectionJoinWalker.java;163;25;14;11;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\InterbaseDialect.java;InterbaseDialect.java;161;8;8;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\property\access\spi\SetterMethodImpl.java;SetterMethodImpl.java;161;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\h2geodb\GeoDBDialect.java;GeoDBDialect.java;160;9;6;3;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\spi\interceptor\AbstractInterceptor.java;AbstractInterceptor.java;160;160;160;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\JdbcTimestampTypeDescriptor.java;JdbcTimestampTypeDescriptor.java;160;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\IteratorImpl.java;IteratorImpl.java;159;10;6;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\EntityReadWriteAccess.java;EntityReadWriteAccess.java;159;26;20;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\query\OneAuditEntityQueryGenerator.java;OneAuditEntityQueryGenerator.java;158;85;40;45;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\query\AbstractRelationQueryGenerator.java;AbstractRelationQueryGenerator.java;158;127;101;26;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG9Dialect.java;PostgisPG9Dialect.java;157;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\walking\internal\FetchStrategyHelper.java;FetchStrategyHelper.java;157;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\internal\TimestampsCacheEnabledImpl.java;TimestampsCacheEnabledImpl.java;157;49;30;19;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\strategy\internal\DefaultAuditStrategy.java;DefaultAuditStrategy.java;157;157;157;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG91Dialect.java;PostgisPG91Dialect.java;157;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\AbstractRegionFactory.java;AbstractRegionFactory.java;157;165;161;4;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG94Dialect.java;PostgisPG94Dialect.java;157;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG92Dialect.java;PostgisPG92Dialect.java;157;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG93Dialect.java;PostgisPG93Dialect.java;157;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultInitializeCollectionEventListener.java;DefaultInitializeCollectionEventListener.java;156;61;34;27;4;6;0;6
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\SubclassPropertyMapper.java;SubclassPropertyMapper.java;156;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\postgis\PostgisPG95Dialect.java;PostgisPG95Dialect.java;156;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\internal\NaturalIdCacheKey.java;NaturalIdCacheKey.java;156;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\hbm\PluralAttributeKeySourceImpl.java;PluralAttributeKeySourceImpl.java;156;42;42;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\spi\ExtractedDatabaseMetaData.java;ExtractedDatabaseMetaData.java;156;13;13;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\process\internal\CollectionReferenceInitializerImpl.java;CollectionReferenceInitializerImpl.java;156;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\CriteriaUpdateImpl.java;CriteriaUpdateImpl.java;155;26;17;9;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-osgi\src\main\java\org\hibernate\osgi\OsgiSessionFactoryService.java;OsgiSessionFactoryService.java;155;11;10;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\internal\LobCreatorBuilderImpl.java;LobCreatorBuilderImpl.java;154;14;11;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\management\HibernateCollectionStatistics.java;HibernateCollectionStatistics.java;154;368;261;107;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ArrayType.java;ArrayType.java;153;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\registry\selector\spi\StrategySelector.java;StrategySelector.java;152;12;11;1;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\mysql\MySQL56SpatialDialect.java;MySQL56SpatialDialect.java;152;6;3;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\entity\DiscriminatorType.java;DiscriminatorType.java;152;18;16;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\batch\internal\BatchingBatch.java;BatchingBatch.java;152;12;10;2;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\procedure\ProcedureCall.java;ProcedureCall.java;152;3;2;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\PluralAttributeBuilder.java;PluralAttributeBuilder.java;152;180;166;14;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\FieldAccessEnhancer.java;FieldAccessEnhancer.java;152;57;39;18;2;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\path\RootImpl.java;RootImpl.java;151;5;0;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\TypeNames.java;TypeNames.java;151;22;13;9;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\OffsetTimeJavaDescriptor.java;OffsetTimeJavaDescriptor.java;151;38;33;5;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\management\HibernateEntityCacheStatistics.java;HibernateEntityCacheStatistics.java;151;375;263;112;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\EntityKey.java;EntityKey.java;151;8;6;2;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\JdbcTimeTypeDescriptor.java;JdbcTimeTypeDescriptor.java;151;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\spi\TransactionCoordinator.java;TransactionCoordinator.java;151;4;3;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultResolveNaturalIdEventListener.java;DefaultResolveNaturalIdEventListener.java;150;67;37;30;3;5;1;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\FromReferenceNode.java;FromReferenceNode.java;150;10;10;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\internal\ParameterBinder.java;ParameterBinder.java;149;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\CacheableFileXmlSource.java;CacheableFileXmlSource.java;148;10;6;4;1;2;2;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\annotations\ListBinder.java;ListBinder.java;148;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\JdbcDateTypeDescriptor.java;JdbcDateTypeDescriptor.java;148;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\hana\HANASpatialUtils.java;HANASpatialUtils.java;148;12;7;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\CollectionRemoveAction.java;CollectionRemoveAction.java;147;14;9;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\query\TwoEntityOneAuditedQueryGenerator.java;TwoEntityOneAuditedQueryGenerator.java;147;102;52;50;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\pojo\bytebuddy\ByteBuddyProxyHelper.java;ByteBuddyProxyHelper.java;147;227;187;40;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\SingularAttributeImpl.java;SingularAttributeImpl.java;147;181;164;17;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\ZonedDateTimeJavaDescriptor.java;ZonedDateTimeJavaDescriptor.java;147;56;44;12;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\InstantJavaDescriptor.java;InstantJavaDescriptor.java;147;55;43;12;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\QueryHints.java;QueryHints.java;147;11;9;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\LiteralExpression.java;LiteralExpression.java;147;85;63;22;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-vibur\src\main\java\org\hibernate\vibur\internal\ViburDBCPConnectionProvider.java;ViburDBCPConnectionProvider.java;147;355;251;104;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\OffsetDateTimeJavaDescriptor.java;OffsetDateTimeJavaDescriptor.java;147;56;44;12;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorLegacyImpl.java;SequenceInformationExtractorLegacyImpl.java;146;79;74;5;1;1;0;1
